iter,round,variant_id,victim_idx,hot_keys,writers_per_key,payload_mib,kill_delay_s,read_rounds,settle_s,duration_s,exit_code,baseline_fail,hot_fail,cold_fail,reproduced_strict,reproduced_hot_any,raw_tail
103,6,v05,3,14,36,16,0.6,2,10,142.09,0,0,3,0,1,1,    key 14:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.
104,6,v16,0,12,32,16,0.45,2,10,121.22,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
105,6,v19,1,14,32,12,0.75,2,10,129.05,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
106,6,v13,2,16,32,12,0.6,2,10,142.09,0,0,3,0,1,1,    key 16:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.
107,6,v07,3,14,32,24,0.6,2,10,135.18,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
108,6,v10,0,12,28,16,0.6,2,10,118.25,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
109,6,v15,1,14,36,12,0.6,2,10,135.42,0,0,3,0,1,1,    key 13:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.
110,6,v12,2,12,32,24,0.6,2,10,126.05,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
111,6,v02,3,12,32,16,0.6,2,10,121.17,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
112,6,v01,0,14,32,16,0.6,2,10,131.22,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
113,6,v06,1,14,32,12,0.6,2,10,128.34,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
114,6,v04,2,14,28,16,0.6,2,10,129.84,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
115,6,v08,3,14,32,16,0.45,2,10,131.92,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
116,6,v09,0,14,32,16,0.75,2,10,129.63,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
117,6,v14,1,14,28,24,0.6,2,10,131.92,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
118,6,v11,2,16,36,16,0.6,2,10,166.73,0,0,3,0,1,1,    key  7:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.
119,6,v20,3,14,32,16,0.6,1,12,140.61,0,0,3,0,1,1,    key 14:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.
120,6,v18,0,14,32,24,0.45,2,10,137.73,0,0,3,0,1,1,    key 14:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.
121,7,v11,1,16,36,16,0.6,2,10,159.11,0,0,3,0,1,1,    key  9:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.
122,7,v06,2,14,32,12,0.6,2,10,128.05,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
123,7,v15,3,14,36,12,0.6,2,10,133.91,0,0,3,0,1,1,    key 10:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.
124,7,v07,0,14,32,24,0.6,2,10,135.85,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
125,7,v17,1,16,32,16,0.75,2,10,142.1,0,0,3,0,1,1,    key 14:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.
126,7,v09,2,14,32,16,0.75,2,10,133.36,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
127,7,v04,3,14,28,16,0.6,2,10,127.67,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
128,7,v05,0,14,36,16,0.6,2,10,137.49,0,0,3,0,1,1,    key 13:   1\n\n  --> bug REPRODUCED. Hot-key reads fail while the cold control set\n      is fine -- only the contended keys hold stale WRITERS_WAITING flags.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.
129,7,v13,1,16,32,12,0.6,2,10,137.24,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts."
130,7,v10,2,12,28,16,0.6,2,10,118.67,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts."
131,7,v18,3,14,32,24,0.45,2,10,134.69,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts."
132,7,v14,0,14,28,24,0.6,2,10,133.28,0,0,0,0,0,0,"\n  --> bug NOT triggered this run (likely the slow-path waiters drained\n      before kill, or the victim's PUTs hadn't fanned out far enough).\n      Try larger PAYLOAD_BYTES, larger WRITERS_PER_KEY, or tune KILL_DELAY.\n\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.190' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.191' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.192' (ED25519) to the list of known hosts.\nWarning: Permanently added '192.168.2.189' (ED25519) to the list of known hosts."
